Name,ClassName,Type,Description,Solution,Image Link,Plant Name
"Bệnh đốm lá Sigatoka vàng Chuối",Banana_Yellow_Sigatoka,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh Sigatoka vàng phổ biến ở các vùng trồng chuối vùng cao hoặc khí hậu mát hơn. Bệnh nhẹ hơn Sigatoka đen nhưng vẫn gây giảm năng suất đáng kể.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Pseudocercospora musae</em> (tên cũ <em>Mycosphaerella musicola</em>).</li></ul><h3>Triệu chứng chi tiết</h3><ul><li><strong>Giai đoạn đầu:</strong> Các sọc nhỏ màu vàng nhạt chạy dọc theo gân lá (khác với Sigatoka đen là sọc nâu đỏ).</li><li><strong>Giai đoạn sau:</strong> Vết bệnh mở rộng thành hình bầu dục, tâm màu xám trắng, viền vàng rực rỡ xung quanh.</li><li>Lá bị cháy khô từ mép vào, giảm tuổi thọ của lá.</li></ul></div>","1. Biện pháp canh tác:<br>- Đánh tỉa lá già, lá bệnh định kỳ 1-2 tuần/lần.<br>- Mương máng thoát nước tốt, tránh đọng nước.<br><br>2. Biện pháp hóa học:<br>- Phun luân phiên các nhóm thuốc để tránh kháng:<br>- Nhóm 1: <strong>Mancozeb</strong>, <strong>Chlorothalonil</strong> (Tiếp xúc, phòng ngừa).<br>- Nhóm 2: <strong>Propiconazole</strong>, <strong>Tebuconazole</strong>, <strong>Epoxiconazole</strong> (Nội hấp, trị bệnh).<br>- Có thể pha chung với dầu khoáng để tăng độ bám dính.","https://farmbizafrica.com/wp-content/uploads/2020/08/9686917813_d5aaecf471_b-1.jpg,https://agritech.tnau.ac.in/crop_protection/images/banana_diseases/8.2.jpg,https://static.agrostar.in/static/Feeds_Tip_20191223_Prevention-of-Sigatoka-leaf-spot-Disease-in-Banana_Hindi.jpg",Chuối
"Bệnh khô cành thối quả Xoài (Dieback)",Mango_Die_Back,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh chết ngược (Dieback) gây hiện tượng khô cành từ ngọn xuống, thường kèm theo hiện tượng chảy gôm (xì mủ), làm cây suy kiệt dần.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Lasiodiplodia theobromae</em> (thuộc nhóm nấm Botryosphaeriaceae).</li></ul><h3>Triệu chứng đặc trưng</h3><ul><li><strong>Trên cành:</strong> Bắt đầu từ đầu ngọn cành bị khô, lá héo rũ nhưng không rụng ngay. Vết khô lan dần xuống phía dưới (chết ngược). Vỏ cành chuyển màu nâu sẫm, nứt nẻ và chảy nhựa.</li><li><strong>Bên trong:</strong> Chẻ dọc cành bệnh thấy mạch gỗ bị biến màu nâu đen chạy dọc theo chiều dài.</li></ul></div>","1. Biện pháp canh tác (Cắt tỉa):<br>- Cắt bỏ cành bệnh tại vị trí cách vết bệnh khoảng 20-30cm về phía cành khỏe.<br>- Bôi keo liền sẹo hoặc vôi vào vết cắt.<br><br>2. Biện pháp hóa học:<br>- Phun rửa vườn sau khi thu hoạch và cắt tỉa.<br>- Sử dụng thuốc gốc Đồng (<strong>Copper Hydroxide</strong>) hoặc <strong>Thiophanate-methyl</strong>, <strong>Carbendazim</strong>.<br>- Tưới gốc bằng chế phẩm sinh học <em>Trichoderma</em> để đối kháng nấm trong đất.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764683478/20211129_162459_Custom_x2hpkg.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764683475/20211129_162511_Custom_sxolsp.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764683456/20211129_162514_Custom_opjkjf.jpg",Xoài
"Cây đu đủ khỏe mạnh",Papaya_Healthy,Cây khỏe,"<div><h2>Mô tả trạng thái cây</h2><p>Cây đu đủ khỏe mạnh có thân mập, bộ lá xanh bền và sạch bệnh, đảm bảo khả năng nuôi quả liên tục.</p><h3>Đặc điểm hình thái</h3><ul><li><strong>Lá:</strong> Phiến lá to, xẻ thùy sâu, màu xanh đậm, không bị khảm (loang lổ) hay xoăn tít. Cuống lá dài, cứng cáp.</li><li><strong>Thân:</strong> Thân thẳng, vỏ nhẵn, không có vết loét chảy nhựa hay các sọc xanh đậm (dấu hiệu virus).</li><li><strong>Quả:</strong> Vỏ quả nhẵn bóng, không có đốm vòng hay vết thán thư.</li></ul></div>","Duy trì canh tác:<br>1. Quản lý nước: Đu đủ rất sợ úng, rễ dễ bị thối. Cần lên liếp cao, thoát nước tốt.<br>2. Dinh dưỡng: Bón phân cân đối, bổ sung Boron và Canxi để quả không bị nứt và biến dạng.<br>3. Phòng virus: Quản lý tốt rệp và bọ phấn trắng ngay từ khi trồng mới.","https://5.imimg.com/data5/SELLER/Default/2025/4/500920816/ML/PU/FD/236206623/papaya-leaves.jpg,https://thumbs.dreamstime.com/b/close-up-papaya-leaf-indonesia-leaves-one-most-widely-consumed-vegetables-apart-having-distinctive-taste-have-220010013.jpg,https://www.livemint.com/lm-img/img/2024/11/15/900x1600/Papaya_leaf__1731659812870_1731659813265.jpg",Đu đủ
"Nhện đỏ hại Sắn (Khoai mì)",Cassava_Green_Mite,Côn trùng gây hại,"<div><h2>Tổng quan côn trùng</h2><p>Nhện đỏ (Green Mite) là dịch hại nguy hiểm nhất trên cây sắn trong mùa khô, làm giảm năng suất củ tới 50-80%.</p><h3>Tác nhân gây hại</h3><ul><li><strong>Tên khoa học:</strong> <em>Mononychellus tanajoa</em>.</li></ul><h3>Triệu chứng điển hình</h3><ul><li><strong>Trên lá non:</strong> Nhện chích hút ở mặt dưới lá non, tạo thành các chấm trắng hoặc vàng li ti. Lá bị biến dạng, nhỏ lại, loang lổ (khảm).</li><li><strong>Ngọn cây:</strong> Khi mật độ cao, ngọn cây bị rụt lại, lá rụng, trơ trọi như ""cây nến"" (Candle stick symptom).</li><li><strong>Phân biệt:</strong> Khác với bệnh Khảm lá (Mosaic) là nhện gây hại chủ yếu mặt dưới lá và có thể thấy xác nhện/trứng.</li></ul></div>","1. Biện pháp sinh học (Hiệu quả nhất):<br>- Sử dụng thiên địch là loài nhện bắt mồi <em>Typhlodromalus aripo</em> (được thả nuôi ở nhiều vùng trồng sắn).<br><br>2. Biện pháp canh tác:<br>- Trồng sớm vào đầu mùa mưa để cây lớn mạnh trước khi mùa khô đến (mùa nhện bùng phát).<br>- Luân canh sắn với cây đậu đỗ.<br><br>3. Biện pháp hóa học:<br>- Chỉ dùng khi thực sự cần thiết để bảo vệ thiên địch.<br>- Phun các thuốc trừ nhện: <strong>Propargite</strong>, <strong>Pyridaben</strong>, <strong>Diafenthiuron</strong> hoặc <strong>Spiromesifen</strong>.","https://www.infonet-biovision.org/sites/default/files/plant_health/cropsfruitsvegetables/888_0.jpeg,https://plantwiseplusknowledgebank.org/cms/10.1079/pwkb.20167800978/asset/9b79c9e3-18b7-4700-866d-28ac590a1c02/assets/graphic/cassava-green-mite-global-2.png,https://content.peat-cloud.com/w400/cassava-green-spider-mite-1.jpg",Sắn
"Bệnh đốm đỏ lá Mía",Sugarcane_Red_Spot,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh đốm đỏ (Red Leaf Spot) hay Đốm tím, thường xuất hiện vào giai đoạn vươn lóng đến chín, làm lá khô sớm, giảm trữ đường.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Dimeriella sacchari</em> (hoặc liên quan đến <em>Cercospora</em> spp.).</li></ul><h3>Triệu chứng nhận diện</h3><ul><li><strong>Vết bệnh:</strong> Ban đầu là các đốm nhỏ màu đỏ tươi hoặc đỏ mận chín ở cả hai mặt lá.</li><li><strong>Phát triển:</strong> Các đốm lan rộng thành hình bầu dục hoặc bất định, màu đỏ tím, xung quanh có thể có viền vàng. Khi già vết bệnh chuyển màu nâu xám.</li><li><strong>Tác hại:</strong> Lá bị bệnh quang hợp kém, nếu nặng sẽ khô toàn bộ lá.</li></ul></div>","1. Biện pháp canh tác:<br>- Sử dụng giống kháng bệnh.<br>- Bón phân cân đối, không bón quá nhiều Đạm vào cuối vụ.<br>- Bóc lá già (đánh lá) để ruộng thông thoáng.<br><br>2. Biện pháp hóa học:<br>- Bệnh thường nhẹ và ít khi cần phun thuốc.<br>- Nếu bệnh quá nặng, phun các thuốc gốc Đồng (<strong>Copper Oxychloride</strong>), <strong>Mancozeb</strong> hoặc <strong>Carbendazim</strong> để chặn đứng lây lan.","https://agritech.tnau.ac.in/crop_protection/images/sugarcane_diseases/4.1.jpg,https://content.peat-cloud.com/thumbnails/red-rot-sugarcane-1562576282.jpg,https://media.springernature.com/lw685/springer-static/image/chp%3A10.1007%2F978-981-13-1319-6_1/MediaObjects/463724_1_En_1_Fig17_HTML.jpg",Mía
"Bệnh rỉ sắt thường trên Ngô",Corn_Common_Rust,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh rỉ sắt (Common Rust) làm giảm năng suất do phá hủy diện tích quang hợp. Bào tử nấm có thể theo gió bay xa hàng trăm km.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Puccinia sorghi</em>.</li></ul><h3>Triệu chứng nhận diện</h3><ul><li><strong>Vết bệnh:</strong> Các mụn nhỏ (u sưng) màu nâu đỏ hoặc nâu vàng nổi gồ lên trên cả hai mặt lá.</li><li><strong>Phát triển:</strong> Khi mụn vỡ ra sẽ giải phóng các bụi phấn (bào tử) màu rỉ sắt. Cuối vụ, các mụn này chuyển sang màu đen (bào tử đông).</li><li><strong>Phân biệt:</strong> Rỉ sắt thường (<em>P. sorghi</em>) mọc kín hai mặt lá, khác với Rỉ sắt phía Nam (<em>P. polysora</em>) chủ yếu ở mặt trên.</li></ul></div>","1. Biện pháp canh tác:<br>- Trồng giống ngô lai kháng bệnh (biện pháp hiệu quả nhất).<br>- Không gieo trồng quá muộn ở các vùng hay có sương mù.<br><br>2. Biện pháp hóa học:<br>- Phun khi bệnh chớm xuất hiện trên các lá ngọn.<br>- Hoạt chất đặc trị: <strong>Azoxystrobin</strong>, <strong>Difenoconazole</strong>, <strong>Propiconazole</strong>, <strong>Tebuconazole</strong> hoặc <strong>Mancozeb</strong>.<br>- Sản phẩm gợi ý: Tilt Super, Amistar Top.","https://extension.umn.edu/sites/extension.umn.edu/files/commonrust_600px.jpg,https://ohioline.osu.edu/sites/ohioline/files/og_images/PLPATH-CER-02-SM.jpg,https://bugwoodcloud.org/images/768x512/5505081.jpg",Ngô
"Sâu vẽ bùa Cà phê (Dòi đục lá)",Coffee_Miner,Côn trùng gây hại,"<div><h2>Tổng quan côn trùng</h2><p>Sâu vẽ bùa hay Dòi đục lá (Leaf Miner) là dịch hại nguy hiểm, đặc biệt trong mùa khô, làm rụng lá hàng loạt, cây trơ cành.</p><h3>Tác nhân gây hại</h3><ul><li><strong>Tên khoa học:</strong> <em>Leucoptera coffeella</em> (Bướm đêm).</li></ul><h3>Triệu chứng điển hình</h3><ul><li><strong>Trên lá:</strong> Sâu non nằm giữa hai lớp biểu bì ăn phần thịt lá, tạo thành các mảng loang lổ màu nâu cháy (khác với sâu vẽ bùa cam quýt là đường ngoằn ngoèo, ở cà phê thường là mảng lớn).</li><li><strong>Hậu quả:</strong> Vết bệnh khô giòn, lá bị biến dạng và rụng rất nhanh. Cây suy kiệt không nuôi được quả.</li></ul></div>","1. Biện pháp canh tác:<br>- Tỉa cành tạo tán để ánh sáng lọt vào (bướm không thích ánh sáng trực tiếp).<br>- Bón phân cân đối, tưới đủ nước.<br><br>2. Biện pháp sinh học:<br>- Bảo vệ các loài ong ký sinh tự nhiên.<br><br>3. Biện pháp hóa học:<br>- Sâu nằm trong lá nên thuốc tiếp xúc ít hiệu quả. Cần dùng thuốc nội hấp (lưu dẫn) hoặc thấm sâu.<br>- Hoạt chất: <strong>Cyantraniliprole</strong>, <strong>Chlorantraniliprole</strong>, <strong>Abamectin</strong>, <strong>Cartap</strong> hoặc <strong>Permethrin</strong>.<br>- Phun khi thấy bướm rộ hoặc vết đục mới xuất hiện.","https://www.hawaiicoffeeed.com/uploads/2/6/7/7/26772370/img-1345_orig.jpg,https://www.hawaiicoffeeed.com/uploads/2/6/7/7/26772370/foto_orig.jpg,https://assets.revistacultivar.com.br/062563e3-54e5-4e5e-bc55-c51141ce6be1.jpg",Cà phê
"Bọ xít muỗi hại Chè",Tea_Helopeltis,Côn trùng gây hại,"<div><h2>Tổng quan côn trùng</h2><p>Bọ xít muỗi (Tea Mosquito Bug) là ""kẻ thù số 1"" của cây chè, chích hút búp non làm giảm nghiêm trọng năng suất và chất lượng chè búp.</p><h3>Tác nhân gây hại</h3><ul><li><strong>Tên khoa học:</strong> <em>Helopeltis theivora</em>.</li></ul><h3>Triệu chứng nhận diện</h3><ul><li><strong>Trên búp non:</strong> Vết chích ban đầu trong như giọt dầu, sau chuyển nâu thẫm. Búp chè bị chích sẽ khô, đen và quăn queo (hiện tượng ""chè cháy"").</li><li><strong>Trên lá non:</strong> Lá bị thủng lỗ chỗ, biến dạng.</li><li>Bọ thường hoạt động mạnh vào sáng sớm hoặc chiều mát, những ngày âm u.</li></ul></div>","1. Biện pháp canh tác:<br>- Hái chè triệt để (hái chạy) khi mật độ bọ cao để loại bỏ trứng và bọ non.<br>- Vệ sinh cỏ dại quanh vườn (nơi trú ẩn của bọ).<br><br>2. Biện pháp hóa học:<br>- Phun thuốc vào sáng sớm hoặc chiều mát.<br>- Hoạt chất: <strong>Thiamethoxam</strong>, <strong>Imidacloprid</strong>, <strong>Acetamiprid</strong>, <strong>Alpha-cypermethrin</strong>.<br>- Chú ý thời gian cách ly để đảm bảo dư lượng thuốc trong chè.","https://www.koppert.in/content/_processed_/6/a/csm_tea_mosquito_bug_helopeltis_theivora_damage_1_koppert_10b6b60b50.jpg,https://thumbs.dreamstime.com/b/helopeltis-theivora-waterhouse-pest-tea-emerging-as-commonly-occurring-major-soursop-recent-times-mosquito-bug-feeding-212252065.jpg,https://thumbs.dreamstime.com/b/helopeltis-theivora-waterhouse-pest-tea-emerging-as-commonly-occurring-major-soursop-recent-times-mosquito-bug-feeding-212252072.jpg",Chè
"Bệnh chấm xám/Thán thư Chè",Tea_Brown_Blight,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh chấm xám hay Thối nâu (Brown Blight) thường tấn công các lá già hoặc cây suy yếu, làm rụng lá, cây xơ xác.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Colletotrichum camelliae</em> (hoặc <em>Glomerella cingulata</em>).</li></ul><h3>Triệu chứng điển hình</h3><ul><li><strong>Vị trí:</strong> Thường bắt đầu từ mép lá hoặc chóp lá lan vào trong.</li><li><strong>Vết bệnh:</strong> Các đốm lớn màu nâu hoặc xám tro, hình tròn hoặc bất định. Trên vết bệnh có các hạt nhỏ màu đen xếp thành vòng đồng tâm (bào tử nấm).</li><li><strong>Ranh giới:</strong> Giữa phần bệnh và phần khỏe thường có viền nâu đậm rõ rệt.</li></ul></div>","1. Biện pháp canh tác:<br>- Tạo tán, tỉa cành để vườn thông thoáng, giảm ẩm độ.<br>- Bón phân Kali để tăng độ dày của lá.<br>- Thoát nước tốt trong mùa mưa.<br><br>2. Biện pháp hóa học:<br>- Phun phòng khi điều kiện thời tiết thuận lợi cho nấm (mưa nhiều).<br>- Hoạt chất: <strong>Chlorothalonil</strong>, <strong>Mancozeb</strong>, <strong>Thiophanate-methyl</strong> hoặc <strong>Azoxystrobin</strong>.<br>- Phun ướt đều tán lá.","https://www.researchgate.net/profile/B-M-Shahria-Alam/publication/392571947/figure/fig3/AS:11431281508935769@1750432748261/Sample-of-tea-leaves-having-brown-blight-disease.png,https://agritech.tnau.ac.in/crop_protection/images/tea_diseases/brown_blight_1.jpg,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10658-021-02433-2/MediaObjects/10658_2021_2433_Fig1_HTML.jpg",Chè
"Nhện đỏ hại Mía",Sugarcane_Mites,Côn trùng gây hại,"<div><h2>Tổng quan côn trùng</h2><p>Nhện hại mía (Sugarcane Mite) hút nhựa làm lá mất diệp lục, quang hợp kém, ảnh hưởng đến chữ đường.</p><h3>Tác nhân gây hại</h3><ul><li><strong>Tên khoa học:</strong> <em>Oligonychus indicus</em>.</li></ul><h3>Triệu chứng nhận diện</h3><ul><li><strong>Trên lá:</strong> Xuất hiện các vết sọc màu đỏ tía hoặc nâu đỏ chạy dọc theo gân lá (do đó còn gọi là Nhện đỏ). Mặt dưới lá có màng tơ mỏng.</li><li><strong>Cấp độ:</strong> Khi nặng, toàn bộ lá chuyển sang màu đỏ rực như bị cháy, sau đó khô và rụng sớm.</li><li>Bệnh thường bùng phát vào mùa khô hạn.</li></ul></div>","1. Biện pháp canh tác:<br>- Giữ ẩm cho ruộng mía trong mùa khô. Nhện rất sợ nước, có thể tưới phun mưa áp lực mạnh để rửa trôi nhện.<br>- Đốt hoặc vệ sinh lá khô sau thu hoạch.<br><br>2. Biện pháp hóa học:<br>- Rất khó trị vì nhện nằm dưới mặt lá và có tơ che chở.<br>- Hoạt chất đặc trị nhện: <strong>Propargite</strong>, <strong>Diafenthiuron</strong>, <strong>Spiromesifen</strong> hoặc <strong>Fenpyroximate</strong>.<br>- Phun kỹ mặt dưới lá.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764685371/aug_0_image24_fz0utr.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764685367/aug_0_image57_oeimwt.jpg,https://content.peat-cloud.com/w400/sugarcane-leaf-mite-sugarcane-1569048851.jpg",Mía
"Bệnh đốm xám Ngô",Corn_Gray_Leaf_Spot,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh đốm xám (Gray Leaf Spot - GLS) là bệnh hại lá nguy hiểm hàng đầu trên ngô tại các vùng khí hậu ôn hòa, ẩm ướt.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Cercospora zeae-maydis</em>.</li></ul><h3>Triệu chứng đặc trưng</h3><ul><li><strong>Hình dáng:</strong> Vết bệnh hình chữ nhật dài, hẹp, chạy song song với gân lá (do bị gân lá giới hạn).</li><li><strong>Màu sắc:</strong> Lúc đầu màu nâu nhạt, sau chuyển sang xám hoặc xám nâu.</li><li><strong>Đặc điểm:</strong> Khi soi ngược ánh sáng, vết bệnh có màu vàng sáng. Bệnh nặng làm toàn bộ lá khô cháy giống như bị sương muối.</li></ul></div>","1. Biện pháp canh tác:<br>- Sử dụng giống kháng bệnh (cách tốt nhất).<br>- Luân canh cây trồng ít nhất 1-2 năm (vì nấm tồn tại trong tàn dư cây ngô rất lâu).<br>- Cày vùi sâu tàn dư sau thu hoạch.<br><br>2. Biện pháp hóa học:<br>- Phun phòng vào giai đoạn xoáy nõn đến trổ cờ nếu áp lực bệnh cao.<br>- Hoạt chất: <strong>Azoxystrobin</strong>, <strong>Pyraclostrobin</strong>, <strong>Picoxystrobin</strong> hoặc <strong>Propiconazole</strong>.<br>- Thuốc phối trộn (Amistar Top, Nativo) thường hiệu quả cao hơn.","https://upload.wikimedia.org/wikipedia/commons/1/12/Gray_leaf_spot_Cercospora_zeae-maydis_5465607.png,https://extension.umn.edu/sites/extension.umn.edu/files/grayleafspot_600px.jpg,https://eu-images.contentstack.com/v3/assets/bltdd43779342bd9107/blt5707362315b4767a/64a5894732c9f88785c21390/0710T1-3449-1800x1012.jpg",Ngô
"Bệnh thối đen Nho (Black Rot)",Grape_Black_Rot,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh thối đen là bệnh phổ biến và phá hủy chùm nho nhanh chóng nếu không phòng trừ, đặc biệt ở vùng nóng ẩm.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Guignardia bidwellii</em>.</li></ul><h3>Triệu chứng điển hình</h3><ul><li><strong>Trên lá:</strong> Các đốm tròn nhỏ màu nâu đỏ, viền nâu sẫm. Bên trong vết bệnh có các chấm đen nhỏ li ti (quả thể nấm).</li><li><strong>Trên quả:</strong> Ban đầu là đốm tròn nhạt màu, sau đó quả bị thối, teo tóp lại, khô cứng và chuyển thành màu đen (như xác ướp - mummy). Quả bệnh thường dính chặt trên chùm không rụng.</li></ul></div>","1. Biện pháp vệ sinh (Quan trọng):<br>- Thu gom và tiêu hủy toàn bộ quả khô (xác ướp) còn sót lại trên giàn từ vụ trước (nguồn bệnh chính).<br><br>2. Biện pháp hóa học:<br>- Phun phòng từ khi nụ hoa mới nhú đến khi quả bắt đầu đổi màu.<br>- Hoạt chất: <strong>Mancozeb</strong>, <strong>Ziram</strong> (phòng ngừa), <strong>Myclobutanil</strong>, <strong>Tebuconazole</strong>, <strong>Difenoconazole</strong> (đặc trị).<br>- Phun kỹ vào giai đoạn sau khi hoa nở.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764685654/630cea2f-1457-4f55-b9cf-ca3a5362fd63___FAM_B.Rot_3075_flipLR_enixgh.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764685650/671c5fce-9cae-430f-b798-d7ff4a859773___FAM_B.Rot_3125_flipLR_gpxhsi.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764685647/636b8472-ce10-4889-a68f-c71d407768e6___FAM_B.Rot_3573_flipLR_kqgrqy.jpg",Nho
"Bệnh đạo ôn Lúa (Cháy lá)",Rice_Leaf_Blast,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh đạo ôn (Blast) là bệnh nguy hiểm nhất trên lúa, có thể gây mất trắng nếu bị đạo ôn cổ bông. Đạo ôn lá làm cây lụi tàn, giảm quang hợp.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Magnaporthe oryzae</em> (tên cũ <em>Pyricularia oryzae</em>).</li></ul><h3>Triệu chứng đặc trưng</h3><ul><li><strong>Vết bệnh:</strong> Hình thoi (như con mắt), nhọn ở hai đầu.</li><li><strong>Cấu trúc:</strong> Tâm vết bệnh màu xám trắng (nơi nấm sản sinh bào tử), viền xung quanh màu nâu đỏ, ngoài cùng có quầng vàng.</li><li><strong>Liên kết:</strong> Các vết bệnh liên kết nhau làm lá bị cháy khô (cháy đạo ôn).</li></ul></div>","1. Biện pháp canh tác:<br>- Bón phân cân đối, tuyệt đối <strong>không bón thừa Đạm</strong> khi có bệnh.<br>- Giữ mực nước ruộng ổn định, không để ruộng khô hạn.<br>- Sử dụng giống kháng đạo ôn.<br><br>2. Biện pháp hóa học (Đặc trị):<br>- Phun ngay khi vết bệnh chấm kim xuất hiện.<br>- Hoạt chất: <strong>Tricyclazole</strong> (Beam), <strong>Isoprothiolane</strong> (Fuji-one), <strong>Fenoxanil</strong>, <strong>Kasugamycin</strong>.<br>- Lưu ý: Nếu bệnh nặng, cần cắt nước, không bón đạm, phun thuốc 2 lần cách nhau 5-7 ngày.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764685846/aug_0_leaf_blast_49_p2ksa2.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764685843/aug_0_leaf_blast_82_eorlb4.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764685841/screenshot_1764685750_asxfgf.png",Lúa
"Bệnh virus khảm Cà chua",Tomato_Mosaic_Virus,Bệnh virus,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh khảm (Tomato Mosaic Virus - ToMV) rất dễ lây lan qua cơ giới, hạt giống và tay người làm vườn, gây giảm năng suất và chất lượng quả.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Virus:</strong> <em>Tomato mosaic virus</em> (ToMV) hoặc <em>Tobacco mosaic virus</em> (TMV).</li></ul><h3>Triệu chứng điển hình</h3><ul><li><strong>Trên lá:</strong> Lá có các mảng màu xanh đậm xen kẽ xanh nhạt hoặc vàng (khảm). Lá thường bị biến dạng, nhỏ, nhăn nheo giống lá dương xỉ.</li><li><strong>Trên cây:</strong> Cây còi cọc, lùn.</li><li><strong>Trên quả:</strong> Quả chín không đều, có các vết thâm bên trong ruột (biến màu nội nhũ), vỏ quả có thể có đốm vàng.</li></ul></div>","1. Xử lý (Không có thuốc chữa):<br>- Nhổ bỏ và tiêu hủy cây bệnh (đốt hoặc chôn sâu).<br>- Rửa tay và dụng cụ bằng xà phòng hoặc nước Javel sau khi tiếp xúc cây bệnh.<br><br>2. Biện pháp phòng ngừa:<br>- Sử dụng hạt giống sạch bệnh hoặc giống kháng (có gien Tm-2^2).<br>- Hạn chế hút thuốc lá khi làm vườn (virus TMV có trong thuốc lá khô).<br>- Kiểm soát rệp và bọ phấn (dù virus này lây chủ yếu qua tiếp xúc cơ giới).","https://res.cloudinary.com/dzstqe0re/image/upload/v1764686021/0f47e5f6-7271-45c8-8364-e962dedd83c9___PSU_CG_2148_ttucay.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764685986/0fcf9c2a-5c8c-4f37-aa43-6fd41d5e5442___PSU_CG_2055_90deg_su2elj.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764685982/1f675039-385d-4438-b157-db0c95673580___PSU_CG_2100_90deg_ct0o46.jpg",Cà chua
"Bệnh mốc sương Cà chua",Tomato_Late_Blight,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh mốc sương (Late Blight) là bệnh tàn phá khủng khiếp nhất trên họ Cà (từng gây ra nạn đói khoai tây ở Ireland). Bệnh lây lan cực nhanh trong thời tiết mát và ẩm.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Phytophthora infestans</em>.</li></ul><h3>Triệu chứng đặc trưng</h3><ul><li><strong>Trên lá:</strong> Vết bệnh ban đầu là các đốm úng nước màu xanh tái, sau chuyển nâu đen, lan rộng rất nhanh. Mặt dưới lá có lớp mốc trắng (bào tử nấm) bao quanh vết bệnh.</li><li><strong>Trên thân:</strong> Vết thối đen chạy dài, làm gục ngọn.</li><li><strong>Trên quả:</strong> Vết bệnh màu nâu sẫm, cứng, bề mặt gồ ghề, ăn sâu vào thịt quả gây thối.</li></ul></div>","1. Biện pháp canh tác:<br>- Ngắt bỏ lá già sát gốc, tỉa cành thông thoáng.<br>- Không tưới nước vào buổi chiều tối.<br><br>2. Biện pháp hóa học (Phòng trị quyết liệt):<br>- Phun phòng trước các đợt mưa phùn gió bấc.<br>- Thuốc nội hấp: <strong>Metalaxyl</strong>, <strong>Cymoxanil</strong>, <strong>Dimethomorph</strong>, <strong>Propamocarb</strong>.<br>- Thuốc tiếp xúc: <strong>Mancozeb</strong>, <strong>Chlorothalonil</strong>, <strong>Copper</strong>.<br>- Công thức phổ biến: Ridomil Gold, Infinito.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764686151/0dc24e61-c636-49e4-9a3d-3aa9a0efb429___GHLB2ES_Leaf_69_flipLR_mtukf4.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764686146/0e669afb-1315-4903-b7ca-1a0ffa95d454___RS_Late.B_5626_ohif0h.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764686142/0f67214c-eede-4292-b731-30ef1c47b7b6___RS_Late.B_4902_u3chph.jpg",Cà chua
